,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU8504,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU8505,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Tepidisphaerales,f__Tepidisphaeraceae,g__Tepidisphaera,Unclassified
OTU8506,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8507,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8508,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,Unclassified
OTU8509,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8510,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8511,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8512,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Chloroflexaceae,g__Roseiflexus,Unclassified
OTU8513,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Pelagibius,Unclassified
OTU8514,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfohalobiaceae,g__Desulfonauticus,Unclassified
OTU8515,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8516,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8517,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8518,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae_1,g__Brevibacillus,Unclassified
OTU8519,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp15,Unclassified,Unclassified,g__Gp15,Unclassified
OTU8520,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8521,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,g__Taibaiella,Unclassified
OTU8522,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU8523,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8524,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU8525,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8526,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8527,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8528,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8529,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8530,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,Unclassified,Unclassified,Unclassified
OTU8531,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,Unclassified
OTU8532,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,Unclassified
OTU8533,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidimicrobiales,f__Iamiaceae,g__Aquihabitans,Unclassified
OTU8534,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Chloroplast,Unclassified,f__Chloroplast,g__Streptophyta,Unclassified
OTU8535,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,Unclassified,Unclassified
OTU8536,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Chloroplast,Unclassified,f__Chloroplast,g__Streptophyta,Unclassified
OTU8537,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Planosporangium,Unclassified
OTU8538,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8539,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8540,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8541,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinoallomurus,Unclassified
OTU8542,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8543,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8544,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8545,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8546,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8547,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Solirubrobacter,Unclassified
OTU8548,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8549,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU8550,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,Unclassified
OTU8551,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8552,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,Unclassified,Unclassified
OTU8553,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Hymenobacter,Unclassified
OTU8554,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU8555,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Coxiella,Unclassified
OTU8556,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8557,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,Unclassified,Unclassified,Unclassified
OTU8558,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_incertae_sedis,Unclassified,Unclassified,Unclassified
OTU8559,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8560,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8561,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8562,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,Unclassified,Unclassified
OTU8563,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8564,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,Unclassified,Unclassified
OTU8565,k__Bacteria,p__Verrucomicrobia,c__Subdivision3,Unclassified,Unclassified,g__Subdivision3_genera_incertae_sedis,Unclassified
OTU8566,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8567,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,Unclassified,Unclassified,Unclassified
OTU8568,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8569,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8570,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8571,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU8572,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8573,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8574,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8575,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU8576,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU8577,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU8578,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU8579,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU8580,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU8581,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8582,k__Bacteria,p__Latescibacteria,Unclassified,Unclassified,Unclassified,g__Latescibacteria_genera_incertae_sedis,Unclassified
OTU8583,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8584,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8585,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Desulfuromusa,Unclassified
OTU8586,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8587,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8588,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8589,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Gemmata,Unclassified
OTU8590,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8591,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU8592,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8593,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Minicystis,Unclassified
OTU8594,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU8595,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8596,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8597,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8598,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8599,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8600,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8601,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Kaistia,Unclassified
OTU8602,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae,g__Thermocatellispora,Unclassified
OTU8603,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Aquabacter,Unclassified
OTU8604,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8605,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8606,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU8607,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,Unclassified
OTU8608,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8609,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiales_incertae_sedis,g__Aquabacterium,Unclassified
OTU8610,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8611,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,Unclassified,Unclassified,Unclassified
OTU8612,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU8613,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Dyadobacter,Unclassified
OTU8614,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU8615,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp4,Unclassified,Unclassified,g__Gp4,Unclassified
OTU8616,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,Unclassified,Unclassified,Unclassified
OTU8617,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8618,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU8619,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridium_IV,Unclassified
OTU8620,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8621,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8622,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU8623,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8624,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,g__Nocardioides,Unclassified
OTU8625,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU8626,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8627,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8628,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8629,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8630,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8631,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8632,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8633,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8634,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8635,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Kofleriaceae,g__Kofleria,Unclassified
OTU8636,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8637,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,Unclassified
OTU8638,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,Unclassified,Unclassified
OTU8639,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8640,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8641,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8642,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Gemmata,Unclassified
OTU8643,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8644,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfohalobiaceae,g__Desulfonauticus,Unclassified
OTU8645,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8646,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8647,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8648,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8649,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8650,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU8651,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8652,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8653,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Neochlamydia,Unclassified
OTU8654,k__Bacteria,p__Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8655,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8656,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8657,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8658,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,Unclassified,Unclassified
OTU8659,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8660,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8661,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8662,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8663,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Saprospiraceae,g__Lewinella,Unclassified
OTU8664,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__Ktedonobacter,Unclassified
OTU8665,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Chitinophagaceae,Unclassified,Unclassified
OTU8666,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,Unclassified,Unclassified
OTU8667,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,Unclassified
OTU8668,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8669,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp4,Unclassified,Unclassified,Unclassified,Unclassified
OTU8670,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae_2,g__Polycladomyces,Unclassified
OTU8671,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,Unclassified,Unclassified
OTU8672,k__Bacteria,p__Actinobacteria,c__Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8673,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,Unclassified,Unclassified
OTU8674,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8675,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8676,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,Unclassified,Unclassified,Unclassified
OTU8677,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU8678,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU8679,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8680,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8681,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Ornatilinea,Unclassified
OTU8682,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,Unclassified,Unclassified,Unclassified
OTU8683,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Unclassified,Unclassified
OTU8684,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Vampirovibrio,Unclassified
OTU8685,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU8686,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8687,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8688,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8689,k__Bacteria,p__Cyanobacteria/Chloroplast,c__Chloroplast,Unclassified,f__Chloroplast,g__Bacillariophyta,Unclassified
OTU8690,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU8691,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8692,k__Bacteria,p__Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8693,k__Bacteria,p__Verrucomicrobia,c__Spartobacteria,Unclassified,Unclassified,g__Spartobacteria_genera_incertae_sedis,Unclassified
OTU8694,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp6,Unclassified,Unclassified,g__Gp6,Unclassified
OTU8695,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8696,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Singulisphaera,Unclassified
OTU8697,k__Bacteria,p__Parcubacteria,Unclassified,Unclassified,Unclassified,g__Parcubacteria_genera_incertae_sedis,Unclassified
OTU8698,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halotalea,Unclassified
OTU8699,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8700,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,Unclassified,Unclassified,Unclassified
OTU8701,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Spirosoma,Unclassified
OTU8702,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8703,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,Unclassified,Unclassified,Unclassified
OTU8704,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8705,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU8706,k__Bacteria,p__Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8707,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,Unclassified,Unclassified,Unclassified
OTU8708,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae_2,g__Desulfotomaculum,Unclassified
OTU8709,k__Bacteria,p__candidate_division_WPS-1,Unclassified,Unclassified,Unclassified,g__WPS-1_genera_incertae_sedis,Unclassified
OTU8710,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8711,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8712,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,Unclassified,Unclassified
OTU8713,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiales_incertae_sedis,g__Thiomonas,Unclassified
OTU8714,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp1,Unclassified,Unclassified,g__Gp1,Unclassified
OTU8715,k__Bacteria,p__Acidobacteria,c__Acidobacteria_Gp16,Unclassified,Unclassified,g__Gp16,Unclassified
OTU8716,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8717,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,Unclassified,Unclassified,Unclassified
OTU8718,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,Unclassified,Unclassified,Unclassified
OTU8719,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8720,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8721,k__Bacteria,p__Planctomycetes,c__Planctomycetia,Unclassified,Unclassified,Unclassified,Unclassified
OTU8722,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8723,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8724,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU8725,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
OTU8726,k__Bacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
