,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU3366,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,Unclassified
OTU3367,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3368,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,Unclassified
OTU3369,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3370,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3371,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3372,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,Unclassified,Unclassified
OTU3373,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3374,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,g__Microascus,Unclassified
OTU3375,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3376,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Dipodascaceae,Unclassified,Unclassified
OTU3377,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3378,k__Fungi,p__Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3379,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Nigrogranaceae,g__Nigrograna,Unclassified
OTU3380,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU3381,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3382,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Boubovia,Unclassified
OTU3383,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,Unclassified,Unclassified,Unclassified
OTU3384,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3385,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pluteaceae,g__Pluteus,s__Pluteus longistriatus
OTU3386,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3387,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,Unclassified,Unclassified,Unclassified
OTU3388,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3389,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3390,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Gigasporales,f__Gigasporaceae,g__Gigaspora,s__Gigaspora margarita
OTU3391,k__Rhizaria,p__Cercozoa,Unclassified,o__Thaumatomonadida,Unclassified,g__Allas,Unclassified
OTU3392,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3393,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Pichiaceae,g__Pichia,s__Pichia membranifaciens
OTU3394,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3395,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3396,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3397,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3398,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3399,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3400,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3401,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3402,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,Unclassified
OTU3403,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3404,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3405,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,Unclassified,Unclassified
OTU3406,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3407,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3408,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,Unclassified,Unclassified,Unclassified
OTU3409,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,Unclassified,Unclassified,Unclassified
OTU3410,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Lecythophora,Unclassified
OTU3411,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3412,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3413,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Gymnoascaceae,g__Gymnascella,s__Gymnascella hyalinospora
OTU3414,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,Unclassified,Unclassified,Unclassified
OTU3415,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,Unclassified,Unclassified,Unclassified
OTU3416,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,g__Pseudoarthrographis,Unclassified
OTU3417,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3418,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3419,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3420,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3421,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Ochroconis,s__Ochroconis tshawytschae
OTU3422,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3423,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,Unclassified,Unclassified
OTU3424,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3425,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3426,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Amphisphaeriaceae,g__Microdochium,s__Microdochium nivale
OTU3427,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3428,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3429,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Penicillifer,s__Penicillifer diparietisporus
OTU3430,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota molesta
OTU3431,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3432,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Minutisphaerales,f__Acrogenosporaceae,g__Acrogenospora,Unclassified
OTU3433,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,Unclassified
OTU3434,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3435,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3436,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3437,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3438,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3439,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3440,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces calidominioluteus
OTU3441,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3442,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3443,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3444,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3445,k__Fungi,p__Ascomycota,c__Laboulbeniomycetes,o__Pyxidiophorales,Unclassified,Unclassified,Unclassified
OTU3446,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,Unclassified
OTU3447,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3448,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3449,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3450,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,Unclassified
OTU3451,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3452,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3453,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3454,k__Fungi,p__Kickxellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3455,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3456,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella elongatula
OTU3457,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,Unclassified
OTU3458,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3459,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3460,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3461,k__Fungi,p__Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3462,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3463,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Pichiaceae,g__Pichia,s__Pichia membranifaciens
OTU3464,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3465,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3466,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3467,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3468,k__Fungi,p__Ascomycota,c__Dothideomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU3469,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3470,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,Unclassified,Unclassified
OTU3471,k__Fungi,p__Kickxellomycota,c__Kickxellomycetes,o__Kickxellales,f__Kickxellaceae,g__Spiromyces,Unclassified
OTU3472,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3473,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3474,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces siglerae
OTU3475,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,Unclassified,Unclassified,Unclassified
OTU3476,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Achroiostachys,s__Achroiostachys levigata
OTU3477,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,Unclassified,Unclassified
OTU3478,k__Fungi,p__Basidiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3480,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3481,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,Unclassified
OTU3482,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3483,k__Fungi,p__Basidiomycota,c__Agaricomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU3484,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3485,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3486,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3487,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,Unclassified,Unclassified,Unclassified
OTU3488,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3489,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3490,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3491,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3492,k__Fungi,p__Blastocladiomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3493,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3494,k__Fungi,p__Ascomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3495,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3496,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3497,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,Unclassified,Unclassified
OTU3498,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3499,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3500,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3501,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3502,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3503,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3504,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3505,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3506,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3507,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3508,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3509,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3510,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3511,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3512,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus bisporus
OTU3513,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Paracremonium,s__Paracremonium bendijkiorum
OTU3514,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3515,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,Unclassified,Unclassified,Unclassified
OTU3516,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3517,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,Unclassified,Unclassified,Unclassified
OTU3518,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,Unclassified,Unclassified,Unclassified
OTU3519,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3520,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3521,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,Unclassified,Unclassified,Unclassified
OTU3522,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Verticillium,s__Verticillium longisporum
OTU3523,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3524,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,Unclassified,Unclassified
OTU3525,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Erysiphales,f__Erysiphaceae,g__Golovinomyces,s__Golovinomyces montagnei
OTU3526,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3527,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,Unclassified,g__Phaeoannellomyces,Unclassified
OTU3528,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3529,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola phialophoroides
OTU3530,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,s__Myrmecridium pulvericola
OTU3531,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Minutisphaerales,f__Minutisphaeraceae,g__Minutisphaera,s__Minutisphaera aspera
OTU3532,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,Unclassified,Unclassified,Unclassified
OTU3533,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,g__Pseudocoleophoma,s__Pseudocoleophoma typhicola
OTU3534,k__Fungi,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3535,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,Unclassified,Unclassified
OTU3536,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3537,k__Ichthyosporia,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3538,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3539,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3540,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3541,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3542,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3543,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3544,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3545,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3546,k__Fungi,p__Ascomycota,c__Leotiomycetes,Unclassified,Unclassified,Unclassified,Unclassified
OTU3547,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3548,k__Rhizaria,p__Cercozoa,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3549,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,Unclassified,Unclassified,Unclassified
OTU3550,k__Fungi,p__Rozellomycota,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
OTU3551,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,Unclassified
